言語,PDFページ番号,PDF表番号,番号,単語,翻訳,読み方（ひらがな）,備考,例文,写真,標識
カンボジア語,23.0,1.0,17.0,通りを見る,ពិនិតយផល វូ ថ្នល់,とおりをみる,,"かたどお ね ぎ り で き とお
やり方通りで根切が出来ているか通
りをみる",,
カンボジア語,23.0,1.0,18.0,組立,តមេលើង,くみたて,,"あ し ば く み た
足場を組立てる",,
カンボジア語,23.0,1.0,19.0,地組,ការផ្ គំេូលដ្ឋា ន,じぐみ,,"した じ ぐみ あ し ば あ
下で地組した足場をクレーンで上げ
うえ と つ
て上で取り付ける",,
カンボジア語,24.0,1.0,20.0,天端,ខ្ផនកខ្ទងមលើននសំណង់,てんば,សលះមគមៅថា「上端（うわば）អ្ ុ វ៉ាប」,"て ん ば へいかつ
コンクリートの天端をコテで平滑にな
らす",,
カンボジア語,24.0,1.0,21.0,玉掛け,ចំណងTamagake,たまかけ・たまがけ,,"ざいりょう つ あ さい あんぜん い ち
材料を吊り上げる際は安全な位置に
たまかけ
玉掛けをおこなう",,
カンボジア語,24.0,1.0,22.0,合図,សញ្ញា,あいず,,"じゅうきさぎょう あ い ず あんぜん おこな
重機作業は合図をもって安全に行う",,
カンボジア語,24.0,1.0,23.0,定格荷重,េងន់តេខ្ទន ត,ていかくかじゅう,,"ていかくかじゅう こ つ さぎょう
定格荷重を超えて吊りもの作業はお
こなわない",,
カンボジア語,24.0,1.0,24.0,たち,បញ្ឈរ,たち,,"あ しばしち ゅ う み すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）",,
カンボジア語,24.0,1.0,25.0,職長,មេការ,しょくちょう,,"あ し ばくみたて しょくちょう し じ したが
足場組立は職長の指示に従う",,
カンボジア語,25.0,1.0,1.0,安全カバー,គម្របសុវត្ថិភាព,あんぜんかばー,"ជាពិសសសគឺគម្របជាប់នឹងម៉ា សុ៊ីន
រណារ។ចូរសម្បើម្ាស់វាស ើរប៊ីបង្កា សៅ
សពលអារកាត្់ ផ្លែរណារអាចឡងម្ត្
ឡប់រកម្ត្ូវខ្ល នួ ជាស ើរ។","あんぜん しよう じこ ふせ
安全カバーの使用で事故を防ぐ",,
カンボジア語,25.0,1.0,2.0,安全帯,ផ្ខ្ែម្កវា៉ាត្់សុវត្ថិភាព,あんぜんたい,,"あんぜんたい あ し ば と つ
安全帯を足場に取り付ける",,
カンボジア語,25.0,1.0,3.0,インサート,បញ្ច លូ,いんさーと,,"せ っ ち
インサートをコンクリートに設置するた
かたわく う こ
め、型枠に打ち込む",,
カンボジア語,25.0,1.0,4.0,スペーサ,ឧបករណ៏រកាចស្ែ ោះ,すぺーさ,,"かたわく と つ
型枠にスペーサを取り付ける",,
カンボジア語,25.0,1.0,5.0,鉄筋,សរសសផ្ ក,てっきん,,"てっきん かたわく す き ま ちょうせい
鉄筋と型枠の隙間を調整する",,
カンボジア語,25.0,1.0,6.0,電工ドラム（ドラム）,ផ្ខ្ែស្ែើងរំផ្វង( ូ រ៉ារ រ ុ ),でんこうどらむ（どらむ）,,"でんこう さ こ
電工ドラムのコンセントに差し込む",,
カンボジア語,25.0,1.0,7.0,電動丸のこ（電のこ）,រណាម៉ា សុ៊ីន(ស ង ណូ កូ ),"でんどうまるのこ（でんの
こ）",,"でんどうまる せつだん
電動丸のこでコンパネを切断する",,
カンボジア語,25.0,1.0,8.0,パッキン,ថ្នា បំ ិទ ិត្,ぱっきん,,"し こ
パッキンを敷き込む",,
カンボジア語,25.0,1.0,9.0,小バール,ផ្ ករស់ត្ូច,しょうばーる,,"しょう くぎ ぬ
小バールで釘を抜く",,
カンボジア語,25.0,1.0,10.0,大バール,ផ្ ករស់ធំ,だいばーる,,"かたわくかいたい だい し よ う
型枠解体に大バールを使用する",,
カンボジア語,26.0,1.0,11.0,化粧合板,កាា បនទោះត្ុបផ្ត្ង,けしょうごうはん,,"ひょうめん う はな し あ けしょうごうばん
表面は打ち放し仕上げのため化粧合
し よ う
板を使用する",,
カンボジア語,26.0,1.0,12.0,普通合板,កាា បនាោះធរមតា,ふつうごうはん,,"はいめん そ じ し あ ふ つ うごうばん
背面は素地仕上げのため普通合板を
し よ う
使用する",,
カンボジア語,26.0,1.0,13.0,スタイロフォーム,បនទោះសនា,すたいろふぉーむ,,"かたわくない と つ
スタイロフォームを型枠内に取り付け
る",,
カンボジア語,26.0,1.0,14.0,面木,ស ើបសងាើត្សលទរុខ្សៅម្ ងុ,めんぎ,,"かたわく めん ぎ と つ
型枠に面木を取り付ける",,
カンボジア語,26.0,1.0,15.0,バイブレーター,ម៉ា សុ៊ីនរំញ៉ារ័,ばいぶれーたー,,"し かた
バイブレーターでコンクリートを締め固
める",,
カンボジア語,26.0,1.0,16.0,剥離剤,ថ្នា សំ ំណក,はくりざい,,"かたわく よ
コンクリートと型枠のはなれを良くする
は く りざい し よ う
ために剥離剤を使用する",,
カンボジア語,26.0,1.0,17.0,けこみ板,កាា បញ្ឈរ,けこみいた,,"いた と つ
けこみ板を取り付ける",,
カンボジア語,26.0,1.0,18.0,目地棒,ំបូងោក់កាច់ម្ ងុ,めじぼう,,"かたわく め じ ぼう と つ
型枠に目地棒を取り付ける",,
カンボジア語,26.0,1.0,19.0,コンクリート,សបត្ុង,こんくりーと,,"かたわく なが こ
型枠にコンクリートを流し込む",,
カンボジア語,26.0,1.0,20.0,コンベックス,ឧបករណ៏វាស់ ផ្វង,こんべっくす,,"すんぽう はか
コンベックスで寸法を測る",,
カンボジア語,27.0,1.0,21.0,作業用手袋,សម្នរស ការង្ករ,さぎょうようてぶくろ,,"さぎょうようてぶくろ もち かたわくさぎょう
作業用手袋を用いて型枠作業をおこ
なう",,
カンボジア語,27.0,1.0,22.0,差金,ផ្ កបញ្ច លូ,さしがね,,"さしがね すんぽう はか
差金で寸法を測る",,
カンボジア語,27.0,1.0,23.0,水平器,ផ្រ៉ាម្ត្សទង់,すいへいき,,"すいへい き かたむ ちょうせい すいへい
水平器で傾きを調整し水平にする",,
カンボジア語,27.0,1.0,24.0,墨さし,បិចសធវើព៊ីឬសែ៊ី,すみさし,,"すみ すみ
墨さしを墨つぼにつける",,
カンボジア語,27.0,1.0,25.0,墨つぼ,ប្ទ ត្់ ផ្ខ្ែ,すみつぼ,,"すみ すみ
墨さしを墨つぼにつける",,
カンボジア語,28.0,1.0,1.0,"丸セパレーター
（丸セパ）","ឧបករណ៏បំ បបករបូ រាងមូល
(ម៉ា រ ៉ុសេប៉ា )","まるせぱれーたー
（まるせぱ）",,"まる かたわく こ て い
丸セパレーターで型枠を固定する",,
カンボジア語,28.0,1.0,2.0,天端釘,"បែកសោលបនែកខាងសលើនៃ
េំណង់",てんばくぎ,,"てん てん ば くぎ う
コンクリート天に天端釘を打つ",,
カンボジア語,28.0,1.0,3.0,ケレン,ការេំសលៀង,けれん,,"ひょうめん
コンパネの表面をけれんする",,
カンボジア語,28.0,1.0,4.0,型枠支保工,េ ៉ុមេរមប់ចាក់សបត៉ុង,かたわくしほこう,,"か た わ く し ほ こ う こ う じ おこな
型枠支保工の工事を行う",,
カンボジア語,28.0,1.0,5.0,"基礎型枠
（メタルフォーム）",េ ៉ុមរ្រោះ(សមតាលហ្វម),"きそかたわく
（めたるふぉーむ）",,"き そ かたわく く み た
基礎型枠を組立てる",,
カンボジア語,28.0,1.0,6.0,釘仕舞い,េំរលួ បែកសោល,くぎしまい,,"かたわく くぎ し ま
型枠をばらして釘仕舞いをする",,
カンボジア語,28.0,1.0,7.0,スラブ天端,រកឡាបនែកខាងសលើនៃេំណង់,すらぶてんば,,"てん ば
スラブ天端をそろえる",,
カンボジア語,28.0,1.0,8.0,高さ（タッパ）,កំពេ់,たかさ（たっぱ）,,"たか はか
高さ（タッパ）を測る",,
カンボジア語,28.0,1.0,9.0,建込み,សលើកយួរសហ្ើយោក់,たてこみ,,"かたわく た て こ
型枠を建込みする",,
カンボジア語,29.0,1.0,10.0,通り,នល វូ លំ,とおり,"ការបកេំរលួ ររង់រាយខូចឬសរើេ
បរងសោយមៃសាា ៃភ្ជពធមមតា
ស ើងវញិ","とお よ
通りを良くする",,
カンボジア語,29.0,1.0,11.0,蹴上げ,កំពេ់ជំហាៃកាជំ សណាើរ,けあげ,កំពេ់ជំហាៃកាជំ សណាើរ,"き け あ すんぽう かたわく く み た
決められた蹴上げ寸法で型枠を組立
てる",,
カンボジア語,29.0,1.0,12.0,蹴込み,បនែកខាងកន គងសៅកាំជសណាើរ,けこみ,,"き け こ すんぽう かたわく く み た
決められた蹴込み寸法で型枠を組立
てる",,
カンボジア語,29.0,1.0,13.0,工具の手入れ,សរៀបេំោតឧបករណ៏,こうぐのていれ,,"こ う ぐ て い
工具の手入れをおこたらない",,
カンボジア語,29.0,1.0,14.0,下げ振り,ឧបករណ៏វាេ់បញ្ឈររតង់,さげふり,,"さ ふ すいちょく かくにん
下げ振りで垂直を確認する",,
カンボジア語,29.0,1.0,15.0,地墨,សាែ មេញ្ជា កំណត់រីតាងំ,じずみ,,"じ ずみ あ かたわく と つ
地墨に合わせて型枠を取り付ける",,
カンボジア語,29.0,1.0,16.0,捨てコンクリート,"ចាក់សបត៉ុងសេាើង(សបត៉ុង
សចាល)",すてこんくりーと,,"す と わく せ っ ち
捨てコンクリートの止め枠を設置する",,
カンボジア語,29.0,1.0,17.0,はね出し,ការសចញកាា ពបី សគោ ល,はねだし,"សាា ៃភ្ជពលាៃកាា សចញពីមា ងនៃ
បនែករប់បៃៃោះនល វូ របេ់កបៃលងោក់
សជើង។របេិៃសបើអ្ែកមិៃែរងសហ្ើយ
សែើរជាៃ់វាោចមៃសរោោះថាែ ក់បណ្តា
លសោយធ្លល ក់។","かべ だ かたわく く み た
壁からはね出してスラブ型枠を組立て
る",,
カンボジア語,29.0,1.0,18.0,はらみ,ភ្ជពសប៉ា ងច៉ុោះ,はらみ,,"だ せ つちゅう かたわく
コンクリート打設中に型枠のはらみを
かくにん
確認する",,
カンボジア語,30.0,1.0,19.0,前面,ននៃខាងម៉ុខ,まえつら,,"まえつら そろ
前面を揃える",,
カンボジア語,30.0,1.0,20.0,養生,រ៉ុុំព័រធ,ようじょう,,"だ せ つ ご ようじょう
コンクリート打設後に養生をおこなう",,
カンボジア語,30.0,1.0,21.0,レベル,កំពេ់,れべる,,"そくりょう
レベルを測量する",,
カンボジア語,30.0,1.0,22.0,割付,បបងបចក,わりつけ,,"かたわく わ つ
型枠を割り付ける",,
カンボジア語,30.0,1.0,23.0,埋め込み金物,ឧបករណ៏ បែកបងោប់,うめこみかなもの,,"かたわく う こ かなもの
型枠にはあらかじめ埋め込み金物を
と つ
取り付ける",,
カンボジア語,30.0,1.0,24.0,解体する（バラス）,ការបំ បបក,かいたいする（ばらす）,,"かたわく かいたい
型枠を解体する（バラス）",,
カンボジア語,30.0,1.0,25.0,かぶり寸法,ករមេ់រ្ប,かぶりすんぽう,,"てっきん かたわく すんぽう かくにん
鉄筋と型枠のかぶり寸法を確認する",,
カンボジア語,31.0,1.0,1.0,異形棒鋼,"ឧបករណ៏ពង្រឹរបបតុរ
របូ រារពិបេេ",いけいぼうこう,"គឺជាេរសេដែកធម្មតាដែលបគបង្បើ
បៅង្បបេេជបន ុ","い け いこうぼう もち
異形鋼棒を用いる",,
カンボジア語,31.0,1.0,2.0,結束線,ដសែរតឹ ចំណរ,けっそくせん,,"けっそくせん てっきん しば
結束線で鉄筋を縛る",,
カンボジア語,31.0,1.0,3.0,結束工具,ឧបករណ៏រតឹ ចរ,けっそくこうぐ,បពលសលះបគបៅថា「ហាក់ កា」,"けっそく こ う ぐ もち てっきん しば
結束工具を用いて鉄筋を縛る",,
カンボジア語,31.0,1.0,4.0,鉄筋切断機,ម េុ៊ីនកាត់េរសេដែក,てっきんせつだんき,,"てっきんせ つだ んき てっきん せつだん
鉄筋切断機で鉄筋を切断する",,
カンボジア語,31.0,1.0,5.0,鉄筋曲げ加工機,ម េុ៊ីនពត់េរសេដែក,てっきんまげかこうき,,"てっきん ま か こ う き てっきん ま
鉄筋曲げ加工機で鉄筋を曲げる",,
カンボジア語,31.0,1.0,6.0,フック,េំពក់,ふっく,,"てっきんた ん ぶ
鉄筋端部にフックをつける",,
カンボジア語,31.0,1.0,7.0,保護帽（ヘルメット）,ម្ួកការពារ,ほごぼう（へるめっと）,,"ほ ご ぼう さぎょう と か
保護帽をかぶり作業に取り掛かる",,
カンボジア語,31.0,1.0,8.0,アンカー,ដែកយុថាា,あんかー,"ពាកយកាត់សនដែកយុថាា េរសេដែក
ចប្ឡះេំណរ់បគថា「សា េុ៊ី គ៊ីរ
（さしきん）」","せ っ ち
アンカーを設置する",,
カンボジア語,31.0,1.0,9.0,加工場,កដនលរដកសនែ,かこうば,,"現場搬入前に加工場で鉄筋を加工
する",,
カンボジア語,31.0,1.0,10.0,スペーサ―,ឧបករណ៏រកាចប្ល ះ,すぺーさー,,"鉄筋のかぶり厚さを保つためスペー
サーを使う",,
カンボジア語,32.0,1.0,11.0,ドーナツ,"ឧបករណ៏រកាចប្ល ះរារ
ជាររវរ់(ែូណាត់)",どーなつ,,壁の鉄筋かぶり厚さはドーナツを使う,,
カンボジア語,32.0,1.0,12.0,加工配筋図,បលរ់ោក់េសេដែកដកសនែ,かこうはいきんず,,"か こ うはいきん ず とお く み た
加工配筋図通りに組立てる",,
カンボジア語,32.0,1.0,13.0,配筋詳細図,បលរ់លំអិតោក់េរសេដែក,はいきんしょうさいず,,配筋詳細図通りに組立てる,,
カンボジア語,32.0,1.0,14.0,開口補強筋,"េរសេដែកពង្រឹរដនែក
បបើកចំ រ",かいこうほきょうきん,,窓開口部は開口補強筋を組立てる,,
カンボジア語,32.0,1.0,15.0,幅止め筋,េរសេដែកពង្រឹរ,はばどめきん,,"はば ど きん と つ
幅止め筋を取り付ける",,
カンボジア語,32.0,1.0,16.0,差筋,េរសេដែកចប្ល ះេំណរ់,さしきん,,"さしきん
コンクリートに差筋をする",,
